province,clusters_yield,allocated_sqkm,province_land_sqkm,province_cluster_share,regime,production_t,harvested_area_ha,allocated_production_t,allocated_harvested_area_ha
Ifugao,3,819.3261916952619,2196.862123122654,0.37295294186722056,irrigated,47441.09,14899.82,17693.294080887576,5556.93170229205
Ifugao,3,819.3261916952619,2196.862123122654,0.37295294186722056,rainfed,1971.52,533.0,735.2841839500627,198.78391801522855
Ifugao,4,467.28475650148795,2196.862123122654,0.21270554559759178,irrigated,47441.09,14899.82,10090.982932194454,3169.27434240591
Ifugao,4,467.28475650148795,2196.862123122654,0.21270554559759178,rainfed,1971.52,533.0,419.3532372565641,113.37205580351642
Ilocos Norte,1,33.21228700354371,2860.059096369675,0.01161244781469749,irrigated,289865.85,54853.0,3366.05205638793,636.9775999796015
Ilocos Norte,1,33.21228700354371,2860.059096369675,0.01161244781469749,rainfed,52129.0,11360.0,605.3452921323654,131.91740717496347
Ilocos Norte,2,632.0277970678662,2860.059096369675,0.22098417402287618,irrigated,289865.85,54853.0,64055.76543968892,12121.644897676828
Ilocos Norte,2,632.0277970678662,2860.059096369675,0.22098417402287618,rainfed,52129.0,11360.0,11519.684007638512,2510.380216899873
Ilocos Norte,3,1017.6655326598977,2860.059096369675,0.3558197569944058,irrigated,289865.85,54853.0,103139.99630797688,19517.781130414143
Ilocos Norte,3,1017.6655326598977,2860.059096369675,0.3558197569944058,rainfed,52129.0,11360.0,18548.528112361382,4042.11243945645
Ilocos Norte,4,635.7046083745532,2860.059096369675,0.22226974581800238,irrigated,289865.85,54853.0,64428.4088008192,12192.162367354884
Ilocos Norte,4,635.7046083745532,2860.059096369675,0.22226974581800238,rainfed,52129.0,11360.0,11586.699579746646,2524.984312492507
Ilocos Norte,5,417.8523568274659,2860.059096369675,0.14609920380940852,irrigated,289865.85,54853.0,42349.16989653744,8013.979626557486
Ilocos Norte,5,417.8523568274659,2860.059096369675,0.14609920380940852,rainfed,52129.0,11360.0,7616.005395380657,1659.6869552748808
Ilocos Norte,6,21.228722146276855,2860.059096369675,0.0074224767499464816,irrigated,289865.85,54853.0,2151.522532228474,407.14511716481434
Ilocos Norte,6,21.228722146276855,2860.059096369675,0.0074224767499464816,rainfed,52129.0,11360.0,386.9262904979601,84.31933587939203
Ilocos Norte,7,102.36779229007121,2860.059096369675,0.03579219479066307,irrigated,289865.85,54853.0,10374.934966361121,1963.3092608522413
Ilocos Norte,7,102.36779229007121,2860.059096369675,0.03579219479066307,rainfed,52129.0,11360.0,1865.8113222424752,406.5993328219325
Ilocos Sur,1,3.153502243255789,2004.4378977482352,0.0015732601378163926,irrigated,165566.0,32376.0,260.47838797770885,50.935870221943524
Ilocos Sur,1,3.153502243255789,2004.4378977482352,0.0015732601378163926,rainfed,83605.0,18706.0,131.5324138221395,29.42940413799344
Ilocos Sur,2,166.20619606813557,2004.4378977482352,0.08291910477987365,irrigated,165566.0,32376.0,13728.58450198456,2684.588936353189
Ilocos Sur,2,166.20619606813557,2004.4378977482352,0.08291910477987365,rainfed,83605.0,18706.0,6932.451755121336,1551.0847740123163
Ilocos Sur,3,235.28113843360583,2004.4378977482352,0.11738010875663359,irrigated,165566.0,32376.0,19434.155086400795,3800.298401104769
Ilocos Sur,3,235.28113843360583,2004.4378977482352,0.11738010875663359,rainfed,83605.0,18706.0,9813.56399259835,2195.7123144015877
Ilocos Sur,5,665.3950886562824,2004.4378977482352,0.33196093997413456,irrigated,165566.0,32376.0,54961.44498775756,10747.567392602581
Ilocos Sur,5,665.3950886562824,2004.4378977482352,0.33196093997413456,rainfed,83605.0,18706.0,27753.59438653752,6209.661343156161
Ilocos Sur,6,513.2223303301625,2004.4378977482352,0.2560430187967965,irrigated,165566.0,32376.0,42392.0184501104,8289.648776565082
Ilocos Sur,6,513.2223303301625,2004.4378977482352,0.2560430187967965,rainfed,83605.0,18706.0,21406.47658650617,4789.540709612875
Ilocos Sur,7,421.17964201679314,2004.4378977482352,0.2101235675547454,irrigated,165566.0,32376.0,34789.318585768975,6802.960623152437
Ilocos Sur,7,421.17964201679314,2004.4378977482352,0.2101235675547454,rainfed,83605.0,18706.0,17567.38086541449,3930.5714546790673
Iloilo,1,2.8067163564398627,5154.70603313192,0.0005444959108045479,irrigated,415731.99,117786.0,226.36436854563718,64.13399535002448
Iloilo,1,2.8067163564398627,5154.70603313192,0.0005444959108045479,rainfed,578057.88,172712.0,314.75015186834605,94.04097774687507
Iloilo,2,38.355146663884355,5154.70603313192,0.007440801942410741,irrigated,415731.99,117786.0,3093.3793987142826,876.4222975887915
Iloilo,2,38.355146663884355,5154.70603313192,0.007440801942410741,rainfed,578057.88,172712.0,4301.214196329835,1285.115785077644
Iloilo,3,4538.626963972258,5154.70603313192,0.8804822107798567,irrigated,415731.99,117786.0,366044.6216471093,103708.4776789162
Iloilo,3,4538.626963972258,5154.70603313192,0.8804822107798567,rainfed,578057.88,172712.0,508969.6801411171,152069.8435882106
Iloilo,4,423.09797591053666,5154.70603313192,0.08207994271469034,irrigated,415731.99,117786.0,34123.257923864214,9667.868132592515
Iloilo,4,423.09797591053666,5154.70603313192,0.08207994271469034,rainfed,578057.88,172712.0,47446.95767617534,14176.191066139598
Iloilo,8,151.81923022880198,5154.70603313192,0.029452548652237877,irrigated,415731.99,117786.0,12244.36666176667,3469.0978955524906
Iloilo,8,151.81923022880198,5154.70603313192,0.029452548652237877,rainfed,578057.88,172712.0,17025.277834509485,5086.808582825308
Isabela,2,599.3491709807694,8876.638411604696,0.06751983613495197,irrigated,1309801.0,269960.0,88437.54888939622,18227.654962991634
Isabela,2,599.3491709807694,8876.638411604696,0.06751983613495197,rainfed,49754.64,16969.0,3359.4251397535263,1145.744099374
Isabela,3,5038.493403172243,8876.638411604696,0.5676127796965651,irrigated,1309801.0,269960.0,743459.7864593407,153232.7460068847
Isabela,3,5038.493403172243,8876.638411604696,0.5676127796965651,rainfed,49754.64,16969.0,28241.369513201906,9631.821258671012
Isabela,4,1115.3363646874054,8876.638411604696,0.12564850712284198,irrigated,1309801.0,269960.0,164574.54027800556,33920.07098288242
Isabela,4,1115.3363646874054,8876.638411604696,0.12564850712284198,rainfed,49754.64,16969.0,6251.596238434438,2132.1295173675057
Isabela,5,97.29133731655563,8876.638411604696,0.010960380811430118,irrigated,1309801.0,269960.0,14355.91774719198,2958.8644038536745
Isabela,5,97.29133731655563,8876.638411604696,0.010960380811430118,rainfed,49754.64,16969.0,545.3298015356135,185.98670198915767
Isabela,6,1571.5371105959346,8876.638411604696,0.17704192034469005,irrigated,1309801.0,269960.0,231889.68430939538,47794.23681625252
Isabela,6,1571.5371105959346,8876.638411604696,0.17704192034469005,rainfed,49754.64,16969.0,8808.657011658728,3004.2243463290456
Isabela,8,454.63102485178723,8876.638411604696,0.0512165758895208,irrigated,1309801.0,269960.0,67083.52231667023,13826.426827135034
Isabela,8,454.63102485178723,8876.638411604696,0.0512165758895208,rainfed,49754.64,16969.0,2548.262295415787,869.0940762692784
Kalinga,1,582.9323674276036,2543.0103317538956,0.22922925642443592,irrigated,104224.37,23570.0,23891.274836405286,5402.933573923955
Kalinga,1,582.9323674276036,2543.0103317538956,0.22922925642443592,rainfed,4660.44,1915.0,1068.3091958106982,438.9740260527948
Kalinga,2,524.4689134745857,2543.0103317538956,0.2062393954620166,irrigated,104224.37,23570.0,21495.171061209538,4861.062551039731
Kalinga,2,524.4689134745857,2543.0103317538956,0.2062393954620166,rainfed,4660.44,1915.0,961.1663281870007,394.9484423097618
Kalinga,3,561.9991470029306,2543.0103317538956,0.2209975869879081,irrigated,104224.37,23570.0,23033.33427533492,5208.9131253049945
Kalinga,3,561.9991470029306,2543.0103317538956,0.2209975869879081,rainfed,4660.44,1915.0,1029.9459943019265,423.21037908184405
Kalinga,4,568.5672094058633,2543.0103317538956,0.2235803772821193,irrigated,104224.37,23570.0,23302.523966591194,5269.789492539552
Kalinga,4,568.5672094058633,2543.0103317538956,0.2235803772821193,rainfed,4660.44,1915.0,1041.98293350068,428.1564224952584
Kalinga,6,305.0426944429122,2543.0103317538956,0.11995338384352001,irrigated,104224.37,23570.0,12502.065860459052,2827.3012571917666
Kalinga,6,305.0426944429122,2543.0103317538956,0.11995338384352001,rainfed,4660.44,1915.0,559.0355481996944,229.71073006034084
La Union,2,5.728123613560186,1184.5235782825887,0.004835803793678172,irrigated,114818.0,24613.0,555.2373199825404,119.02363877380085
La Union,2,5.728123613560186,1184.5235782825887,0.004835803793678172,rainfed,61299.0,14256.0,296.4299367486783,68.93921888267603
La Union,5,152.94709857517446,1184.5235782825887,0.12912119385325252,irrigated,114818.0,24613.0,14825.437235842748,3178.059944310104
La Union,5,152.94709857517446,1184.5235782825887,0.12912119385325252,rainfed,61299.0,14256.0,7915.000062010527,1840.7517395719678
La Union,6,140.12771047891428,1184.5235782825887,0.11829879374970481,irrigated,114818.0,24613.0,13582.830900753606,2911.6882105614845
La Union,6,140.12771047891428,1184.5235782825887,0.11829879374970481,rainfed,61299.0,14256.0,7251.597758063155,1686.4676036957917
La Union,7,885.7206456149398,1184.5235782825887,0.7477442086033645,irrigated,114818.0,24613.0,85854.49454342111,18404.22820635461
La Union,7,885.7206456149398,1184.5235782825887,0.7477442086033645,rainfed,61299.0,14256.0,45835.972243177646,10659.841437849565
Laguna,3,1348.2377221774489,2366.534860773484,0.5697096394078841,irrigated,127442.83,27681.04,72605.40872442028,15770.155316835217
Laguna,3,1348.2377221774489,2366.534860773484,0.5697096394078841,rainfed,1883.82,697.21,1073.2304129093602,397.2072576915709
Laguna,4,147.3611969719147,2366.534860773484,0.0622687624063779,irrigated,127442.83,27681.04,7935.70730166641,1723.664102921443
Laguna,4,147.3611969719147,2366.534860773484,0.0622687624063779,rainfed,1883.82,697.21,117.30313999638281,43.41440383735074
Laguna,5,0.8080658440634212,2366.534860773484,0.0003414552886828428,irrigated,127442.83,27681.04,43.51602830820846,9.45183750424132
Laguna,5,0.8080658440634212,2366.534860773484,0.0003414552886828428,rainfed,1883.82,697.21,0.6432403019265129,0.23806604182256486
Laguna,8,870.127875780057,2366.534860773484,0.3676801428970551,irrigated,127442.83,27681.04,46858.1979456051,10177.768742739097
Laguna,8,870.127875780057,2366.534860773484,0.3676801428970551,rainfed,1883.82,697.21,692.6432067923303,256.35027242925577
Lanao del Norte,2,134.6908330063422,2365.6524914315123,0.0569360180728986,irrigated,166450.79,34480.0,9477.04518768825,1963.1539031535438
Lanao del Norte,2,134.6908330063422,2365.6524914315123,0.0569360180728986,rainfed,21910.9,6080.0,1247.5193983934741,346.1709898832235
Lanao del Norte,3,1625.784396738384,2365.6524914315123,0.6872456553221743,irrigated,166450.79,34480.0,114392.58225244362,23696.23019550857
Lanao del Norte,3,1625.784396738384,2365.6524914315123,0.6872456553221743,rainfed,21910.9,6080.0,15058.17082919863,4178.45358435882
Lanao del Norte,4,436.8356116228945,2365.6524914315123,0.1846575577795684,irrigated,166450.79,34480.0,30736.396371879808,6366.992592239519
Lanao del Norte,4,436.8356116228945,2365.6524914315123,0.1846575577795684,rainfed,21910.9,6080.0,4046.0132827523457,1122.717951299776
Lanao del Norte,6,168.34165006389185,2365.6524914315123,0.07116076882535877,irrigated,166450.79,34480.0,11844.76618798834,2453.62330909837
Lanao del Norte,6,168.34165006389185,2365.6524914315123,0.07116076882535877,rainfed,21910.9,6080.0,1559.1964896555535,432.6574744581813
Lanao del Sur,1,481.18949854424596,3327.500044340251,0.14460991499089587,irrigated,63837.9,18856.0,9231.593292197313,2726.7645570683326
Lanao del Sur,1,481.18949854424596,3327.500044340251,0.14460991499089587,rainfed,153840.91,57241.0,22246.92091722206,8277.616143993871
Lanao del Sur,2,1082.9173851421092,3327.500044340251,0.32544473950768077,irrigated,63837.9,18856.0,20775.708736217373,6136.586008156829
Lanao del Sur,2,1082.9173851421092,3327.500044340251,0.32544473950768077,rainfed,153840.91,57241.0,50066.71488057456,18628.782334159154
Lanao del Sur,3,503.842279064204,3327.500044340251,0.15141766261466771,irrigated,63837.9,18856.0,9666.185604228896,2855.1314462621744
Lanao del Sur,3,503.842279064204,3327.500044340251,0.15141766261466771,rainfed,153840.91,57241.0,23294.23100671346,8667.298425726194
Lanao del Sur,4,1254.4756155179919,3327.500044340251,0.3770024338998075,irrigated,63837.9,18856.0,24067.04367505252,7108.75789361477
Lanao del Sur,4,1254.4756155179919,3327.500044340251,0.3770024338998075,rainfed,153840.91,57241.0,57998.39750336123,21579.99631885888
Lanao del Sur,6,5.075266071700169,3327.500044340251,0.0015252489869482333,irrigated,63837.9,18856.0,97.36869230390262,28.760094897895886
Lanao del Sur,6,5.075266071700169,3327.500044340251,0.0015252489869482333,rainfed,153840.91,57241.0,234.64569212869435,87.30677726190382
Leyte,2,85.91490397864715,6764.1907254554135,0.012701431326489208,irrigated,344454.94,77623.0,4375.070765479961,985.9232038560718
Leyte,2,85.91490397864715,6764.1907254554135,0.012701431326489208,rainfed,117555.36,34752.0,1493.1213321007165,441.400141458153
Leyte,3,1761.5690475391884,6764.1907254554135,0.2604256915627681,irrigated,344454.94,77623.0,89704.9159617118,20215.02345617675
Leyte,3,1761.5690475391884,6764.1907254554135,0.2604256915627681,rainfed,117555.36,34752.0,30614.43592491017,9050.313633189318
Leyte,4,524.749264808079,6764.1907254554135,0.07757753826090544,irrigated,344454.94,77623.0,26721.966287007886,6021.801252426263
Leyte,4,524.749264808079,6764.1907254554135,0.07757753826090544,rainfed,117555.36,34752.0,9119.655438174512,2695.974609642986
Leyte,8,4391.957509129499,6764.1907254554135,0.6492953388498373,irrigated,344454.94,77623.0,223652.98698580035,50400.25208754092
Leyte,8,4391.957509129499,6764.1907254554135,0.6492953388498373,rainfed,117555.36,34752.0,76328.1473048146,22564.311615709543
Maguindanao,1,69.35553159461645,4089.1607122426567,0.016960823131008503,irrigated,126500.22,26187.62,2145.5478574536646,444.1635910420609
Maguindanao,1,69.35553159461645,4089.1607122426567,0.016960823131008503,rainfed,379415.97,130236.82,6435.207160250027,2208.9236691649908
Maguindanao,2,37.27144611315621,4089.1607122426567,0.009114693389665059,irrigated,126500.22,26187.62,1153.0107190251756,238.6921269050605
Maguindanao,2,37.27144611315621,4089.1607122426567,0.009114693389665059,rainfed,379415.97,130236.82,3458.260233692356,1187.0686823449983
Maguindanao,3,3531.124218531066,4089.1607122426567,0.8635327557459728,irrigated,126500.22,26187.62,109237.08357907183,22613.86766502835
Maguindanao,3,3531.124218531066,4089.1607122426567,0.8635327557459728,rainfed,379415.97,130236.82,327638.1181481313,112463.76007419222
Maguindanao,4,351.97954824435476,4089.1607122426567,0.08607623251161368,irrigated,126500.22,26187.62,10888.662349490283,2254.131668045785
Maguindanao,4,351.97954824435476,4089.1607122426567,0.08607623251161368,rainfed,379415.97,130236.82,32658.69725233944,11210.29479989318
Maguindanao,6,99.42996775946311,4089.1607122426567,0.024315495221739966,irrigated,126500.22,26187.62,3075.9154949590547,636.7649489787419
Maguindanao,6,99.42996775946311,4089.1607122426567,0.024315495221739966,rainfed,379415.97,130236.82,9225.687205586833,3166.7727744046083
Marinduque,3,154.35735185609713,1399.7303009432721,0.11027649523060006,irrigated,11215.0,3267.0,1236.7508940111795,360.2733099183704
Marinduque,3,154.35735185609713,1399.7303009432721,0.11027649523060006,rainfed,7058.0,2989.0,778.3315033375752,329.61644424426356
Marinduque,8,1245.3729490871751,1399.7303009432721,0.8897235047694,irrigated,11215.0,3267.0,9978.249105988822,2906.72669008163
Marinduque,8,1245.3729490871751,1399.7303009432721,0.8897235047694,rainfed,7058.0,2989.0,6279.668496662425,2659.383555755737
Masbate,1,298.33482791981396,3407.8722970228037,0.08754284254737074,irrigated,41589.0,12474.0,3640.819278702602,1092.0094179359025
Masbate,1,298.33482791981396,3407.8722970228037,0.08754284254737074,rainfed,106421.01,40187.0,9316.397722162166,3518.084213451188
Masbate,3,2859.491712049343,3407.8722970228037,0.8390841741773778,irrigated,41589.0,12474.0,34896.67171986296,10466.73598868861
Masbate,3,2859.491712049343,3407.8722970228037,0.8390841741773778,rainfed,106421.01,40187.0,89296.18529097245,33720.27570766628
Masbate,4,250.04575705364698,3407.8722970228037,0.07337298327525146,irrigated,41589.0,12474.0,3051.5090014344332,915.2545933754867
Masbate,4,250.04575705364698,3407.8722970228037,0.07337298327525146,rainfed,106421.01,40187.0,7808.426986865368,2948.6400788825304
Metropolitan Manila,3,337.27772181625664,456.79194401714767,0.73836179957586,,0.0,0.0,0.0,0.0
Metropolitan Manila,5,119.514222200891,456.79194401714767,0.26163820042413993,,0.0,0.0,0.0,0.0
Misamis Occidental,2,50.58030861466026,1552.888215704239,0.0325717640865231,irrigated,78785.78,18169.0,2566.1918395327098,591.7963816880382
Misamis Occidental,2,50.58030861466026,1552.888215704239,0.0325717640865231,rainfed,3622.6,1060.0,117.99447257983857,34.52606993171448
Misamis Occidental,3,1137.4305582301251,1552.888215704239,0.7324613238270324,irrigated,78785.78,18169.0,57707.536717545336,13308.089792613353
Misamis Occidental,3,1137.4305582301251,1552.888215704239,0.7324613238270324,rainfed,3622.6,1060.0,2653.414391695808,776.4090032566544
Misamis Occidental,4,364.8773488594536,1552.888215704239,0.23496691208644452,irrigated,78785.78,18169.0,18512.05144292196,4269.1138256986105
Misamis Occidental,4,364.8773488594536,1552.888215704239,0.23496691208644452,rainfed,3622.6,1060.0,851.1911357243539,249.06492681163118
Misamis Oriental,2,615.899594736307,2639.6343808915817,0.23332761506473346,irrigated,22896.05,5456.0,5342.28074090289,1273.0354677931857
Misamis Oriental,2,615.899594736307,2639.6343808915817,0.23332761506473346,rainfed,1328.17,502.0,309.89873850052703,117.1304627624962
Misamis Oriental,3,1361.0074257378576,2639.6343808915817,0.5156045229559989,irrigated,22896.05,5456.0,11805.3069378267,2813.13827724793
Misamis Oriental,3,1361.0074257378576,2639.6343808915817,0.5156045229559989,rainfed,1328.17,502.0,684.8104592544692,258.83347052391144
Misamis Oriental,4,657.3181315486895,2639.6343808915817,0.24901862784749343,irrigated,22896.05,5456.0,5701.542954127602,1358.6456335359242
Misamis Oriental,4,657.3181315486895,2639.6343808915817,0.24901862784749343,rainfed,1328.17,502.0,330.7390709482054,125.0073511794417
Misamis Oriental,8,5.409228868727683,2639.6343808915817,0.002049234131774198,irrigated,22896.05,5456.0,46.919367142808625,11.180621422960025
Misamis Oriental,8,5.409228868727683,2639.6343808915817,0.002049234131774198,rainfed,1328.17,502.0,2.7217312967985365,1.0287155341506473
Mountain Province,1,984.8577063060675,1868.0412814807926,0.5272141017811838,irrigated,13718.76,4205.25,7232.723730951633,2217.067101515323
Mountain Province,1,984.8577063060675,1868.0412814807926,0.5272141017811838,rainfed,2213.15,921.0,1166.803889357027,485.56418774047023
Mountain Province,2,221.36329873342808,1868.0412814807926,0.11850021780993718,irrigated,13718.76,4205.25,1625.6760480822538,498.3230409452383
Mountain Province,2,221.36329873342808,1868.0412814807926,0.11850021780993718,rainfed,2213.15,921.0,262.2587570460625,109.13870060295214
Mountain Province,3,264.40120492883216,1868.0412814807926,0.14153927300752253,irrigated,13718.76,4205.25,1941.74331696468,595.2080278148841
Mountain Province,3,264.40120492883216,1868.0412814807926,0.14153927300752253,rainfed,2213.15,921.0,313.2476420565985,130.35767043992826
Mountain Province,4,337.7991665956713,1868.0412814807926,0.1808306753948706,irrigated,13718.76,4205.25,2480.7726363801353,760.4381977042796
Mountain Province,4,337.7991665956713,1868.0412814807926,0.1808306753948706,rainfed,2213.15,921.0,400.2054092501579,166.54505203867583
Mountain Province,6,59.61990491679362,1868.0412814807926,0.03191573200648598,irrigated,13718.76,4205.25,437.8442676212996,134.21363202027516
Mountain Province,6,59.61990491679362,1868.0412814807926,0.03191573200648598,rainfed,2213.15,921.0,70.63430229015445,29.394389177973586
Negros Occidental,2,86.01498531394385,9971.002313772264,0.00862651342434624,irrigated,342184.0,85012.0,2951.8548695964937,733.3571592305225
Negros Occidental,2,86.01498531394385,9971.002313772264,0.00862651342434624,rainfed,143504.0,41410.0,1237.9391824473828,357.2239209021778
Negros Occidental,3,7432.617895984997,9971.002313772264,0.7454233448245048,irrigated,342184.0,85012.0,255071.94182542834,63369.9293902208
Negros Occidental,3,7432.617895984997,9971.002313772264,0.7454233448245048,rainfed,143504.0,41410.0,106971.23167569573,30867.980709182742
Negros Occidental,4,930.3416430749762,9971.002313772264,0.09330472642554288,irrigated,342184.0,85012.0,31927.384507197967,7932.021402888252
Negros Occidental,4,930.3416430749762,9971.002313772264,0.09330472642554288,rainfed,143504.0,41410.0,13389.601460971106,3863.748721281731
Negros Occidental,8,1522.0277893983466,9971.002313772264,0.1526454153256061,irrigated,342184.0,85012.0,52232.818797777196,12976.692047660426
Negros Occidental,8,1522.0277893983466,9971.002313772264,0.1526454153256061,rainfed,143504.0,41410.0,21905.22768088578,6321.046648633349
Negros Oriental,3,6880.108569607252,7250.402330362661,0.9489278327073352,irrigated,48197.0,16467.0,45735.47475299543,15625.994621191689
Negros Oriental,3,6880.108569607252,7250.402330362661,0.9489278327073352,rainfed,10786.0,4910.0,10235.135603581317,4659.235658593016
Negros Oriental,4,189.03949952271864,7250.402330362661,0.02607296683814,irrigated,48197.0,16467.0,1256.6387826978337,429.3435449236514
Negros Oriental,4,189.03949952271864,7250.402330362661,0.02607296683814,rainfed,10786.0,4910.0,281.22302031617807,128.0182671752674
Negros Oriental,8,181.25426123268977,7250.402330362661,0.02499920045452478,irrigated,48197.0,16467.0,1204.8864643067309,411.6618338846596
Negros Oriental,8,181.25426123268977,7250.402330362661,0.02499920045452478,rainfed,10786.0,4910.0,269.6413761025043,122.74607423171668
North Cotabato,1,308.43835913465887,5579.932931397215,0.0552763559933015,irrigated,425231.0,94531.0,23505.22013538759,5225.329208402784
North Cotabato,1,308.43835913465887,5579.932931397215,0.0552763559933015,rainfed,96533.28,33561.0,5336.007950481052,1855.1297834911918
North Cotabato,2,236.37548845059203,5579.932931397215,0.04236170781203344,irrigated,425231.0,94531.0,18013.511374618793,4004.494601179333
North Cotabato,2,236.37548845059203,5579.932931397215,0.04236170781203344,rainfed,96533.28,33561.0,4089.3146014972112,1421.7012758796543
North Cotabato,3,4199.04185079088,5579.932931397215,0.7525255056675816,irrigated,425231.0,94531.0,319997.1733005314,71136.98857626216
North Cotabato,3,4199.04185079088,5579.932931397215,0.7525255056675816,rainfed,96533.28,33561.0,72643.75534575024,25255.508495709706
North Cotabato,4,708.2505976806334,5579.932931397215,0.1269281560169734,irrigated,425231.0,94531.0,53973.78671125362,11998.645516440512
North Cotabato,4,708.2505976806334,5579.932931397215,0.1269281560169734,rainfed,96533.28,33561.0,12252.791224670178,4259.835844085645
North Cotabato,6,127.82663534045005,5579.932931397215,0.022908274510109974,irrigated,425231.0,94531.0,9741.308478208575,2165.542097715206
North Cotabato,6,127.82663534045005,5579.932931397215,0.022908274510109974,rainfed,96533.28,33561.0,2211.410877601309,768.8246008338009
Northern Samar,8,2784.522759947658,2784.522759947658,1.0,irrigated,14004.25,4240.0,14004.25,4240.0
Northern Samar,8,2784.522759947658,2784.522759947658,1.0,rainfed,99618.5,35781.0,99618.5,35781.0
Nueva Ecija,2,416.80258114024883,4805.190416905061,0.08674007583006545,irrigated,1815295.86,298453.0,157458.90055040387,25887.835851710523
Nueva Ecija,2,416.80258114024883,4805.190416905061,0.08674007583006545,rainfed,89531.5,20878.0,7765.969099179504,1810.9593031801064
Nueva Ecija,3,2087.3199846590032,4805.190416905061,0.4343886097241094,irrigated,1815295.86,298453.0,788543.8448633316,129644.58373798963
Nueva Ecija,3,2087.3199846590032,4805.190416905061,0.4343886097241094,rainfed,89531.5,20878.0,38891.463811514106,9069.165393819956
Nueva Ecija,4,814.2275169101378,4805.190416905061,0.1694475028597446,irrigated,1815295.86,298453.0,307597.3504286326,50572.115570999355
Nueva Ecija,4,814.2275169101378,4805.190416905061,0.1694475028597446,rainfed,89531.5,20878.0,15170.889102287225,3537.724964705748
Nueva Ecija,5,703.9586164007276,4805.190416905061,0.14649962963468469,irrigated,1815295.86,298453.0,265940.17116737645,43723.25396336055
Nueva Ecija,5,703.9586164007276,4805.190416905061,0.14649962963468469,rainfed,89531.5,20878.0,13116.331590637772,3058.619267512947
Nueva Ecija,6,25.213337991803787,4805.190416905061,0.00524710486042367,irrigated,1815295.86,298453.0,9525.047730112967,1566.0141869080255
Nueva Ecija,6,25.213337991803787,4805.190416905061,0.00524710486042367,rainfed,89531.5,20878.0,469.78116881102176,109.54905527592537
Nueva Ecija,7,757.66837980314,4805.190416905061,0.15767707709097217,irrigated,1815295.86,298453.0,286230.54526014265,47059.196689031916
Nueva Ecija,7,757.66837980314,4805.190416905061,0.15767707709097217,rainfed,89531.5,20878.0,14117.065227570376,3291.982015505317
Nueva Vizcaya,1,166.61881320591021,3442.9811349449624,0.04839376304296064,irrigated,245203.0,53966.0,11866.295879423078,2611.617816376414
Nueva Vizcaya,1,166.61881320591021,3442.9811349449624,0.04839376304296064,rainfed,8652.78,2611.0,418.740584982869,126.35611530517023
Nueva Vizcaya,2,2121.195546615347,3442.9811349449624,0.6160927009114313,irrigated,245203.0,53966.0,151067.7785415857,33248.0586973863
Nueva Vizcaya,2,2121.195546615347,3442.9811349449624,0.6160927009114313,rainfed,8652.78,2611.0,5330.914600592415,1608.618042079747
Nueva Vizcaya,3,308.27935260496395,3442.9811349449624,0.08953849600744093,irrigated,245203.0,53966.0,21955.10783651254,4832.034475537557
Nueva Vizcaya,3,308.27935260496395,3442.9811349449624,0.08953849600744093,rainfed,8652.78,2611.0,774.7569074832649,233.78501307542828
Nueva Vizcaya,4,687.0200508922421,3442.9811349449624,0.19954220600259678,irrigated,245203.0,53966.0,48928.34753845474,10768.494689136138
Nueva Vizcaya,4,687.0200508922421,3442.9811349449624,0.19954220600259678,rainfed,8652.78,2611.0,1726.5948092551496,521.0046998727802
Nueva Vizcaya,6,159.867371626499,3442.9811349449624,0.046432834035570324,irrigated,245203.0,53966.0,11385.47020402395,2505.7943215635883
Nueva Vizcaya,6,159.867371626499,3442.9811349449624,0.046432834035570324,rainfed,8652.78,2611.0,401.7730976863022,121.23612966687412
Occidental Mindoro,2,2085.097698785077,8948.647954579688,0.23300700947990444,irrigated,216695.0,52717.0,50491.45391924789,12283.430518752122
Occidental Mindoro,2,2085.097698785077,8948.647954579688,0.23300700947990444,rainfed,93309.0,26713.0,21741.651047560405,6224.316244236687
Occidental Mindoro,3,4151.981709732873,8948.647954579688,0.46397866256521975,irrigated,216695.0,52717.0,100541.8562845703,24459.56315445069
Occidental Mindoro,3,4151.981709732873,8948.647954579688,0.46397866256521975,rainfed,93309.0,26713.0,43293.38502529809,12394.262013104715
Occidental Mindoro,4,1015.567881011448,8948.647954579688,0.11348841592228538,irrigated,216695.0,52717.0,24592.372288279632,5982.768822175119
Occidental Mindoro,4,1015.567881011448,8948.647954579688,0.11348841592228538,rainfed,93309.0,26713.0,10589.490601292528,3031.6160545320095
Occidental Mindoro,5,1511.8883210927931,8948.647954579688,0.16895159232619578,irrigated,216695.0,52717.0,36610.965299125,8906.621092660063
Occidental Mindoro,5,1511.8883210927931,8948.647954579688,0.16895159232619578,rainfed,93309.0,26713.0,15764.704128365001,4513.203885809668
Occidental Mindoro,6,184.1123439574975,8948.647954579688,0.0205743197063947,irrigated,216695.0,52717.0,4458.3522087772,1084.6164119620094
Occidental Mindoro,6,184.1123439574975,8948.647954579688,0.0205743197063947,rainfed,93309.0,26713.0,1919.7691974839831,549.6018023169216
Oriental Mindoro,2,559.4436983162781,6440.683493736651,0.08686092071754781,irrigated,374683.1,83844.6,32545.319043305033,7282.819153194509
Oriental Mindoro,2,559.4436983162781,6440.683493736651,0.08686092071754781,rainfed,56284.22,16052.0,4888.899171069019,1394.2914993580773
