population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,16,Philippines,3,Both,235,95+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,174.37704832421963,284.80630817149984,109.32490664069041
1,All Population,1,Deaths,16,Philippines,3,Both,243,75-84 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,1106.162565959172,1493.7448376878099,781.4519028536847
1,All Population,1,Deaths,16,Philippines,3,Both,243,75-84 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.17389333633535126,0.20978942962958136,0.14211574470826172
1,All Population,1,Deaths,16,Philippines,3,Both,243,75-84 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,66.93762833174523,90.39153904192074,47.28829074684644
1,All Population,1,Deaths,16,Philippines,3,Both,284,20-54 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,300.51921434942585,418.09651863940314,200.88094245657106
1,All Population,1,Deaths,16,Philippines,3,Both,284,20-54 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.17455427220754544,0.21036932943267203,0.14344531668923075
1,All Population,1,Deaths,16,Philippines,3,Both,284,20-54 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.5414836348300035,0.7533375964419986,0.36195270616868175
1,All Population,1,Deaths,16,Philippines,3,Both,420,<70 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,1396.496178863546,1890.8793787413197,995.4315850613261
1,All Population,1,Deaths,16,Philippines,3,Both,420,<70 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.17526410589559374,0.21119598189333244,0.1443292086818541
1,All Population,1,Deaths,16,Philippines,3,Both,420,<70 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,1.2622089613264864,1.709052221379519,0.8997107805008924
1,All Population,1,Deaths,16,Philippines,3,Both,1,<5 years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,2063.8854073740763,2470.606820183,1577.4400674124063
1,All Population,1,Deaths,16,Philippines,3,Both,1,<5 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.038648220606451934,0.046584086749178466,0.030974150786271328
1,All Population,1,Deaths,16,Philippines,3,Both,1,<5 years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,20.502490631498315,24.54283217660103,15.670177272594621
1,All Population,1,Deaths,16,Philippines,3,Both,2,0-6 days,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,1255.200502487584,1513.162969067815,1010.0868903523103
1,All Population,1,Deaths,16,Philippines,3,Both,2,0-6 days,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.06642606995626679,0.07630229563680475,0.05684317997875911
1,All Population,1,Deaths,16,Philippines,3,Both,2,0-6 days,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,3343.437356082531,4030.5637120091387,2690.5360820046058
1,All Population,1,Deaths,16,Philippines,3,Both,3,7-27 days,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,281.2297610356758,358.41452058217084,208.62007748230445
1,All Population,1,Deaths,16,Philippines,3,Both,3,7-27 days,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.05590568062637423,0.06633826338512089,0.044708055945633866
1,All Population,1,Deaths,16,Philippines,3,Both,3,7-27 days,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,251.01266041696832,319.9042022156046,186.20461956935043
1,All Population,1,Deaths,16,Philippines,3,Both,6,5-9 years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,69.05239806977903,109.49156782922233,25.915959866855726
1,All Population,1,Deaths,16,Philippines,3,Both,6,5-9 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.010972611397002105,0.017653465144149574,0.004405540497233604
